938,768
433,414
416,863
439,548
227,379
274,693
203,534
726,419
318,326
325,961
913,718
293,940
436,268
830,93
483,392
73,709
874,755
700,538
776,453
433,690
176,542
977,980
534,813
861,37
262,378
51,959
114,787
93,397
392,479
715,832
535,51
255,126
134,303
40,243
855,560
445,435
544,153
823,347
135,373
465,421
343,61
258,728
486,118
213,733
899,102
152,244
417,474
30,103
110,901
175,11
506,456
598,371
251,798
336,724
788,955
970,486
763,161
76,87
234,799
712,774
913,868
721,54
322,703
405,818
940,707
401,902
442,456
736,475
479,60
844,859
83,731
307,817
14,627
526,797
62,186
42,97
729,448
481,818
433,551
519,827
107,521
686,7
243,783
183,855
759,11
237,497
525,519
476,850
943,475
632,242
576,365
319,132
914,976
496,623
473,378
2,739
781,725
3,472
474,562
721,493
941,816
569,978
803,126
489,781
534,169
783,102
82,741
99,163
616,645
446,234
880,990
465,556
718,255
120,671
133,952
232,157
764,112
385,887
941,279
328,799
928,120
840,723
455,246
181,383
11,591
960,729
355,537
11,712
714,47
473,800
558,978
482,427
840,210
980,551
152,927
926,169
750,837
565,406
601,261
746,698
493,311
778,818
964,834
186,416
391,195
455,280
863,670
726,487
275,175
500,658
414,422
672,582
515,145
836,212
549,552
932,979
806,600
734,507
20,319
560,566
352,839
105,469
928,42
236,594
236,496
731,532
766,2
187,787
753,83
887,792
198,517
91,119
622,240
911,869
74,332
590,757
497,771
61,96
792,63
46,314
700,722
26,817
602,203
391,756
912,933
967,204
166,147
192,501
470,572
507,494
526,988
571,951
957,841
838,781
375,200
373,419
866,243
975,189
585,840
609,866
599,2
597,12
660,491
571,583
234,199
433,199
921,556
545,212
959,743
218,342
626,322
610,649
766,277
499,504
258,750
111,296
543,764
397,164
163,709
175,635
725,71
106,493
755,277
649,732
240,585
919,734
110,439
855,328
699,312
795,861
64,234
185,977
287,788
716,550
817,600
766,556
574,897
389,338
330,449
709,889
772,993
243,785
700,887
868,329
805,681
441,255
472,542
677,365
20,545
204,328
289,829
340,696
814,461
483,394
22,480
66,426
290,15
560,417
383,676
252,447
930,902
119,617
675,431
666,385
251,74
310,488
953,360
14,489
742,814
893,272
807,395
939,841
888,767
287,536
619,395
564,472
252,952
415,607
810,266
438,513
723,608
596,234
755,460
217,334
54,66
321,164
679,876
390,595
557,92
296,523
27,894
950,67
802,796
118,178
474,857
473,451
316,584
409,66
979,67
593,536
484,334
770,526
615,950
544,849
952,616
284,779
43,811
624,622
430,715
279,883
773,336
651,884
297,567
427,59
158,695
330,268
340,170
936,661
344,703
743,443
329,367
245,875
146,312
19,965
907,977
585,830
839,998
976,539
305,383
439,429
483,284
767,22
399,193
777,381
654,439
747,674
231,323
907,687
120,631
641,744
267,754
44,942
457,98
32,245
406,925
937,454
589,679
851,25
313,943
592,144
12,451
411,32
446,6
635,442
968,80
940,532
99,209
462,69
751,534
928,851
930,60
246,27
796,726
171,887
176,810
55,129
931,793
839,105
975,516
311,191
974,506
822,320
832,951
938,912
789,38
130,938
813,377
862,808
200,239
945,962
900,92
504,164
