33,456
682,314
57,523
145,928
556,856
767,254
609,832
523,733
72,294
951,580
39,650
199,542
504,459
14,238
506,287
362,481
720,335
488,48
438,954
459,893
758,841
947,823
871,681
959,104
570,412
147,471
536,400
526,76
668,352
28,390
104,105
283,311
229,247
84,936
127,799
3,725
723,887
399,475
522,789
80,42
227,962
863,832
724,193
678,596
637,740
448,380
50,926
946,744
670,919
184,278
558,453
114,240
301,725
30,529
437,186
683,53
75,261
432,519
998,501
288,826
671,594
759,505
257,884
427,430
156,699
936,236
666,299
515,216
851,532
763,869
799,772
571,384
63,456
409,500
640,873
620,275
209,131
419,601
490,922
478,167
203,707
740,505
923,467
970,734
123,619
638,274
263,279
738,573
802,222
522,736
566,244
887,482
165,235
121,907
90,981
340,760
574,455
279,294
299,778
907,297
559,356
631,106
647,166
923,903
43,122
668,665
383,847
326,794
551,572
668,97
704,144
227,737
179,973
858,806
127,236
356,350
927,214
946,366
385,692
51,341
238,594
226,609
850,709
957,492
208,169
983,125
415,521
626,433
85,289
93,979
805,766
913,11
350,280
137,548
51,391
46,98
198,581
483,465
515,843
400,612
840,505
948,321
556,45
489,240
654,142
97,823
60,709
701,784
947,603
718,550
494,160
156,291
515,335
856,27
929,954
651,537
590,777
957,6
294,778
285,1000
349,145
745,982
199,340
374,432
593,796
875,719
710,853
612,997
42,471
429,481
704,8
709,130
716,485
662,466
376,308
23,711
74,254
297,87
235,558
449,747
123,829
736,103
307,4
306,908
550,172
492,48
600,2
301,82
372,486
23,174
991,968
728,683
91,918
110,901
537,678
245,960
546,969
239,826
31,731
107,108
969,786
323,855
225,554
122,793
827,777
102,286
225,166
755,228
232,729
852,628
620,387
346,700
295,689
591,14
27,132
213,586
884,203
637,552
13,890
246,203
842,584
193,939
56,83
938,326
187,809
412,322
945,214
799,133
396,651
432,356
265,370
427,458
616,301
685,479
396,147
637,839
618,435
944,572
637,539
434,799
366,259
968,595
388,25
693,432
264,802
445,23
15,653
708,590
971,413
135,164
203,31
248,148
821,54
654,799
976,468
601,446
432,482
76,228
811,356
784,426
944,42
622,672
525,538
940,813
447,293
799,647
262,402
826,309
181,429
952,211
133,888
626,291
656,693
632,774
294,1
762,481
595,369
791,74
564,248
447,311
970,999
45,770
616,221
558,159
630,219
184,459
122,18
462,547
921,498
116,429
696,791
798,772
582,32
630,994
518,876
993,163
433,543
372,188
523,562
241,427
117,387
913,83
268,247
768,134
990,693
69,820
642,150
965,657
789,849
705,794
564,502
876,609
506,672
790,64
621,942
953,154
429,362
524,23
804,994
330,213
409,8
431,160
59,467
229,287
850,535
585,995
638,408
171,586
312,967
286,688
363,678
353,17
859,944
988,588
196,203
410,666
41,464
600,744
199,430
797,552
605,800
764,372
963,629
177,795
796,26
742,989
454,353
338,99
206,506
374,12
123,34
820,852
565,81
343,877
563,943
357,94
613,984
584,13
48,59
991,905
95,96
811,67
725,903
614,593
499,165
95,671
260,901
213,653
359,281
58,991
711,894
692,982
671,359
74,801
828,707
204,826
953,284
119,819
201,501
727,691
862,983
5,881
704,357
489,601
965,341
250,192
130,766
82,556
449,821
955,854
655,163
310,447
416,214
481,662
235,328
20,478
626,658
660,600
833,419
441,156
575,195
265,253
730,378
983,114
895,551
550,955
392,213
929,39
355,734
793,95
591,455
283,146
314,562
912,765
803,51
836,494
740,527
284,174
334,787
27,8
27,684
815,98
180,287
824,636
954,977
715,83
388,108
280,718
673,36
44,372
115,372
337,64
715,109
233,553
380,735
623,420
943,648
156,177
249,218
672,73
694,845
371,879
460,520
47,622
364,939
24,825
454,275
586,690
891,8
822,708
670,389
540,267
707,516
262,775
242,497
33,148
4,414
771,388
653,356
967,223
349,640
749,178
244,542
262,660
988,293
34,61
732,57
985,319
474,575
458,564
962,695
404,269
36,842
643,571
235,23
764,347
977,635
194,191
924,378
168,17
380,133
636,47
114,814
662,829
206,386
327,630
147,111
245,452
330,106
125,661
610,861
765,228
986,764
956,164
946,282
867,54
77,497
844,953
387,826
312,656
950,733
62,54
762,16
822,665
812,662
199,66
784,903
573,633
224,204
315,552
170,133
521,526
87,719
909,720
963,443
727,153
278,153
464,140
712,24
356,161
290,872
255,504
71,200
29,724
460,662
635,790
908,885
753,767
226,516
737,902
609,826
212,355
56,293
748,56
74,438
888,697
190,252
328,520
508,99
100,938
842,82
234,261
955,720
645,985
49,725
530,848
429,338
100,673
448,348
570,173
502,187
921,927
805,586
570,816
207,898
508,296
524,898
119,879
170,727
906,106
491,813
652,951
499,209
359,299
916,222
521,363
219,381
528,95
585,173
423,781
742,670
160,210
967,488
814,451
317,473
315,133
223,690
745,902
317,793
546,211
472,19
981,722
874,284
301,871
966,360
107,220
886,466
986,950
707,594
638,901
96,31
631,579
318,25
34,822
595,112
794,477
561,114
541,195
324,56
582,738
68,910
661,494
635,53
920,257
367,440
895,819
670,5
611,50
630,711
869,860
949,358
864,73
841,953
979,313
0,424
15,949
707,852
528,862
753,940
419,547
740,712
551,951
738,688
656,729
6,649
771,354
723,426
673,786
96,675
954,555
156,27
487,865
515,558
898,537
574,821
588,655
495,634
184,581
297,719
42,703
682,882
905,769
865,31
533,797
844,694
237,303
280,778
541,70
950,788
966,232
380,427
367,777
849,920
741,957
924,727
920,921
402,583
910,703
614,127
970,441
827,104
626,642
555,364
729,991
173,877
844,866
122,254
15,608
746,3
324,73
283,400
383,615
14,298
220,160
317,627
975,742
357,414
882,54
280,133
104,146
232,669
314,250
386,833
919,702
163,397
15,260
144,812
340,327
572,349
585,969
687,705
417,216
599,627
235,7
221,671
877,922
472,785
35,126
896,771
520,971
406,516
594,110
328,721
723,976
880,343
793,521
480,47
834,281
719,595
518,465
781,306
753,573
422,167
103,920
142,472
992,682
578,770
454,278
874,20
184,811
10,217
96,462
978,116
862,815
644,148
859,481
386,253
367,724
542,116
778,751
937,637
969,675
209,510
711,462
997,827
855,962
590,122
47,401
219,736
232,78
