796,34
107,369
427,845
710,695
276,503
194,587
77,961
693,972
503,683
664,67
12,64
930,571
991,951
272,456
398,158
13,680
405,844
57,477
720,904
728,865
261,656
912,288
393,536
877,445
940,717
244,307
116,299
94,806
276,698
999,319
46,359
836,565
412,430
586,599
448,714
263,264
784,919
235,29
206,360
357,370
628,141
473,626
213,695
841,34
168,66
307,179
546,930
393,449
426,711
47,533
156,858
957,168
999,842
411,556
760,600
844,532
8,586
543,284
170,886
866,63
488,904
625,20
298,267
86,140
448,641
692,616
276,444
906,936
551,414
737,69
213,657
373,242
500,301
712,843
127,362
66,551
685,675
302,84
605,224
854,755
219,138
788,452
466,592
248,319
573,496
532,393
573,372
637,57
396,209
380,338
996,113
876,374
674,405
870,957
210,34
786,359
964,420
773,525
280,476
924,358
168,649
149,453
432,524
347,484
193,614
33,187
61,276
410,618
855,834
342,470
157,211
560,707
491,716
857,290
409,871
152,655
358,911
566,187
800,131
631,908
352,302
116,865
110,822
619,366
581,758
396,614
375,922
983,708
401,48
455,177
923,316
369,725
534,887
266,371
716,547
988,469
935,46
860,991
716,462
552,320
967,216
493,671
366,196
451,73
381,662
173,773
367,372
963,804
133,881
73,328
895,483
877,53
419,946
869,598
287,201
790,971
22,320
948,632
207,242
778,983
706,735
185,729
74,968
134,934
331,38
235,836
794,628
358,313
198,294
43,173
724,74
399,68
551,298
235,738
873,822
97,217
944,716
846,692
753,169
147,985
846,356
389,865
580,474
154,74
976,977
228,521
155,583
147,284
427,237
919,741
698,765
100,545
905,333
994,243
862,489
289,340
327,545
909,837
41,181
782,192
177,889
698,994
815,183
67,406
56,592
584,744
11,135
410,624
415,936
433,172
456,950
445,148
981,477
174,114
529,955
840,975
701,329
207,542
8,238
28,521
281,806
805,922
464,288
863,935
884,883
56,6
175,692
789,793
582,361
107,247
13,765
188,798
380,911
139,948
73,77
54,134
203,916
986,109
550,840
111,734
928,639
641,109
819,670
700,890
676,436
128,728
509,618
828,123
640,739
336,413
100,503
701,240
674,891
25,474
444,974
141,556
904,917
643,22
809,126
113,491
747,820
698,629
408,311
967,179
968,332
583,944
138,596
647,375
731,654
799,373
518,102
705,192
661,745
235,664
21,265
513,936
867,302
433,390
291,471
302,349
15,57
798,281
750,140
875,281
961,72
945,656
874,817
599,277
504,490
734,920
692,460
743,794
472,899
642,412
91,270
176,383
646,607
565,133
580,940
292,506
968,775
143,299
895,675
290,69
925,450
174,526
73,898
492,923
960,631
211,558
556,522
951,388
547,724
333,325
274,508
948,908
574,383
77,886
241,512
292,414
817,672
481,128
728,814
44,390
304,107
236,435
869,770
585,771
738,102
165,307
854,127
735,777
965,270
214,607
861,277
218,667
543,41
812,572
67,634
48,13
362,163
240,949
617,353
882,75
829,992
806,932
665,42
110,780
490,431
416,875
560,631
888,175
983,844
658,352
473,45
854,601
497,657
736,895
994,314
234,750
397,6
748,804
422,582
649,441
930,315
413,478
901,147
931,676
194,607
90,975
364,971
604,330
164,376
240,341
971,676
660,1000
927,885
853,76
441,768
850,902
399,600
933,803
128,603
722,394
818,303
235,487
634,233
541,248
700,292
