781,144
296,519
100,711
629,634
630,652
764,354
336,609
79,204
242,278
178,844
453,731
627,430
332,559
784,358
198,191
674,803
266,3
367,603
744,927
432,65
59,484
542,172
691,335
431,882
422,225
966,215
546,60
871,231
797,252
660,736
884,254
740,175
686,600
745,746
180,469
903,851
189,822
605,696
588,776
522,843
28,885
92,151
586,344
287,909
134,544
106,999
215,112
859,535
509,173
910,312
531,391
943,236
607,30
6,568
419,267
724,699
40,966
540,662
163,713
411,373
604,319
987,681
905,287
43,947
632,324
233,842
558,863
575,692
611,7
209,133
812,609
888,700
983,173
948,715
837,412
552,423
298,247
400,445
131,487
893,563
687,613
51,462
134,791
333,650
518,17
10,374
149,192
550,633
48,922
231,87
668,748
977,933
177,354
915,823
891,20
972,640
391,411
264,529
24,574
736,906
31,61
734,607
153,593
43,77
788,222
137,213
39,525
220,211
470,567
327,32
867,92
882,622
503,391
636,718
775,864
620,79
109,202
694,325
658,13
726,363
174,463
476,470
223,58
648,442
553,671
452,562
503,436
589,76
696,397
801,691
547,182
185,863
637,152
510,101
557,912
555,861
470,271
165,450
742,668
330,914
909,726
144,994
484,779
999,123
838,889
131,523
931,436
908,157
786,169
330,260
801,285
657,960
449,268
330,993
478,797
897,7
108,961
321,966
376,86
316,205
463,309
23,737
604,137
143,422
983,19
340,931
633,479
155,486
511,56
553,74
675,10
698,140
987,443
423,28
466,279
501,189
960,826
580,949
412,338
567,843
369,474
425,43
12,662
407,537
667,496
49,819
971,824
449,32
949,226
763,489
556,112
609,219
328,584
372,865
537,824
133,312
637,73
955,594
469,7
509,295
239,345
354,631
231,362
715,926
515,144
220,422
480,436
87,957
132,865
52,464
731,100
920,426
146,289
994,63
692,530
620,928
244,923
941,631
733,998
635,17
48,14
625,473
778,108
378,546
968,229
298,26
515,847
906,205
453,13
363,526
190,664
542,339
421,420
799,990
841,12
802,755
963,402
353,721
361,486
618,131
180,519
571,7
411,766
709,488
441,327
451,21
920,12
655,739
560,310
74,919
56,962
652,740
632,556
905,588
208,258
931,321
618,398
977,328
292,410
97,170
92,783
928,18
773,840
421,424
952,4
387,766
213,69
421,599
447,863
610,998
440,299
270,314
864,356
561,424
295,468
801,274
274,83
983,269
463,567
488,874
959,998
625,889
983,924
283,989
868,363
425,965
284,102
530,66
863,173
151,927
706,270
931,625
377,4
331,269
74,403
560,306
978,231
70,441
190,97
49,831
36,881
995,32
473,854
858,555
778,480
291,33
965,790
114,930
174,1
871,724
99,623
915,748
350,568
535,124
209,713
4,884
588,867
513,10
94,73
275,826
376,351
670,877
571,472
325,611
421,104
420,120
976,74
285,559
567,560
897,313
71,63
766,548
545,746
99,104
917,274
827,433
979,946
322,996
528,828
704,304
970,208
200,481
818,779
443,21
913,954
481,183
548,203
910,6
306,686
422,128
920,894
264,646
64,104
984,15
886,989
730,755
123,370
20,106
848,268
298,802
165,973
894,841
594,288
48,970
843,91
63,656
274,955
661,379
481,732
285,709
632,165
42,713
943,243
391,594
732,149
589,581
667,443
258,686
709,198
778,172
370,242
428,652
518,867
984,618
502,144
940,431
144,514
728,794
539,86
740,432
17,484
110,409
171,20
664,136
312,776
138,247
36,941
837,652
983,44
224,689
856,355
91,8
902,646
182,894
927,433
83,437
945,777
70,41
533,877
163,320
399,921
168,266
614,634
121,382
445,625
206,2
374,173
46,613
71,380
88,395
777,974
677,337
942,348
711,490
614,449
261,101
95,74
747,737
945,991
592,499
712,73
216,409
208,150
943,441
126,487
397,402
281,690
369,106
229,520
602,912
354,885
716,521
486,863
464,441
739,930
573,998
991,484
227,726
0,428
907,413
978,920
774,894
353,129
96,721
206,856
921,436
758,167
787,774
14,972
404,447
736,932
508,236
48,638
237,408
81,754
77,465
156,963
551,835
512,757
994,427
607,786
265,852
258,292
835,54
495,523
439,627
771,630
450,921
830,343
782,553
589,237
991,976
330,100
232,78
919,840
91,468
676,236
34,726
442,563
358,199
225,982
544,638
196,178
122,467
117,628
330,692
359,593
870,402
199,862
751,441
265,126
964,453
257,966
374,443
45,878
302,366
136,46
764,668
799,145
881,591
892,906
861,643
142,627
981,538
552,566
945,24
686,793
156,307
307,698
623,871
115,27
557,620
790,350
718,952
621,592
740,173
862,880
776,937
949,330
452,438
764,816
577,401
263,317
712,988
116,75
336,255
12,138
325,730
901,242
737,131
333,436
724,735
531,468
256,238
448,751
548,771
173,412
784,493
496,817
927,232
922,102
837,127
86,476
105,82
315,766
23,219
457,906
56,314
766,833
815,122
604,857
429,461
536,561
566,283
196,54
385,944
825,125
915,99
138,332
354,234
438,549
232,136
31,571
279,537
311,145
51,804
623,923
777,779
93,981
668,822
354,945
980,109
460,679
892,118
897,399
836,169
242,452
625,579
278,107
692,134
528,425
354,640
